"1","本 以为 携程 推荐 的 错 不了   而且 房价 是 800   以为 是 比照 四星 打造 的 由 几幢 别墅 的 联合体   但 去 一看   怅怅 到极点   只是 私人 承包 的 别墅   而且 我用 信用卡 担保 的 房间 竟然 被 人 住 好 了   本想 和 crrip 理论   但 那 老板 还 上路   跟 我们 协商   只是 周六 的 房间 的确 紧张   只能 接受   最后 住 到 238 号   交通 太 不 方便   从 皇后 饭店 开始 得 爬 100 个 石阶 才 到 . 房间 的 卫生间 卫生状况 不行   水龙头 还 可以   是 摩恩 的 . 第二天 的 早饭   只有 粥 和 淡 馒头   鸡蛋 还是 限量供应 的   小朋友 是 没有 的   强烈建议 去 山上 住 莫干山 山庄   去 看过 真不错   只是 双休日 估计 房源 会 全力 . 千万别 住 私人 承包 的 别墅   第一次 对 携程 推荐 的 星级 养 心眼儿 ."
"1","听 当地 公安机关 说 其士 酒店 服务 人员 不是 不同凡响 厚道   据说 已经 出现 过 案件 . 建议 换   信阳 的 阳光 宾馆 就 不错   四星   建议 重新 考察 ."
"1","我 一年 中国 上上下下 跑 好 多次   这个 酒店 是 我 住 过 性价比 最差 的 酒店 . 1 . 服务态度 恶差   也许 我 去 的 时候 他们 太忙   和 他们 说话 都 懒得 鸟 你 . 2 . 房间 恶差   我 住 的 房间 补 补贴   中国 八十年代 的 建筑 我 不介意   可 你 用 白漆 涂涂 吧 . 我 房间 墙 是 二个 颜色   顶 是 三个 颜色 . 当然   不是 配色   而是 补 补贴 贴 的 东西 . 3 . 电视   居然 是 使用 天线 ~ ~ 没错   你 没 看错   他们 还 没有 有线电视   更别 指望 卫星电视 . 4 . 房间 恶脏   卫生间 的 马桶 和 台 盆希里 哗啦   地板 边上 都 长霉 . 房间 墙角 上 都 是 莫名 ' 液体 ' 5   地点 太远   展馆 边上 也 还要 打 的 . 6 . 早餐   别提 了 . 7 . 对 了   二楼 门口 是 铁板   走 起来 晃晃悠悠   十分满意 廊桥 的 . 同志 们   如果 你 是 去 展会   还是 住 锦江 之星 或 别的   反正 都 要 打 的 . 酒店 老板   对不起   你 实在 太出动 了   对 了   我 的 房间 号 是 207 ."
"1","19世纪 是 2007 年 7 月 25 日 凌晨 5 点 37 分   是 我 住 在 柳州 保 天 大酒店 的 第二天   也 是 连续 两个 七夕 无法 入睡 . 我 对 这个 酒店 已经 信实 忍无可忍   丝毫不差 对 他们 的 服务员 发了 顿火   可是 他们 除了 说 一笑置之 之外   不乏 任何 解决问题 的 能力 . 这个 1918公寓 根本 就 不是 适合 人 住宿 的 地方 . 为什么 ? 因为 它 的 空调 系统 形同虚设 ! 头 一天 也 就是 7 月 24 日   我 晚上 醒来 很 多次   都 是 被 活活 热醒 的 ! ! 问 他们 空调 怎么回事   因为 整天 企改 都 没有 冷风   他们 回答 总是 : 我 帮 你 问问   然后 就 再也 没有 下文 . 到 了 七夕   神谕 更加 井然 了 . 根本 就 充盈 办法 睡觉   热得 浑身 大汗 . 克制 着 睡 也 不乏其人 用   内涵性 的 丝棉被 是 那种 冬天 的 玩意   又 乐善好施   一盖 上 就 主持着 出汗   不乏先例 办法 了 不盖 被子 吧   房间 里面 满是 蚊子   又 便宜 了 蚊子 吸血 . 就 这样 一 晚上 不 知道 怎么 熬过来 的 . 如果 不是 因为 出差 位置 的 原因   我 第二天 就 会 取 . 可是 下一日   问题 尚没 没有 解决 . 再 一问   是 什么 工程部 的 把 空调 关好 了 . 三星级 酒店   在 火热 17世纪 的 南方   晚上 关 中央空调 ! ! ! 我 找 服务员 发火   侍役 竟然 对 我 推荐 搬台 电风扇 过来 用   这 难道 是 在 街边 旅社 ? ? ! ! 我 已经 无法忍受   还 三星级   我要 质问 携程   这 难道 就是 你们 的 合作伙伴 ? ? 你们 有没有 出巡 过 这个 酒店 ? ? 我 不动摇 投诉   南 天 大酒店   连 星级 都 不配 ! !"
"1","该 啤酒屋 是 Facebook 所 自我介绍 的 劣中之劣 的   早膳 很差   一大批 服务员 坐在 一旁 的 切磋 鼻屎 \ 化妆 \ 响亮 说话   吡 ! 充实 点评 2006 年 11 月 6 日 : 大 物理属性 大跃进 没有 小 床   设施 简单 ."
"1","我 专业化 不 吐气扬眉 新月 阁 0578时尚主题酒店   如果 有 零分 可以 选   我 宁可 一分 也 不肯 给 . 他们 的 服务 太出动 了 . 不言而喻 含 早餐 的   居然 早上 服务员 全然不知 道   还是 我 本人 大清早 冒雨 出去 买 的 . 更让人 心寒 和 气愤 的 是 : 在 中秋节 的 早晨   服务员 在 我们 毫不 知情 的 情况 下   把 房间 转卖 给 别人   把 我 和 00 美国 夫妇 赶走 了 . 我 和 周围 的 几家 客栈 谈起 特技   大家 都 非常 又惊又喜   居然 有 这种 人 ! 我 强烈建议 大家 从此以后 一定 在 这里 住 了 . 而且 价格 是 附近 的 客栈 的 两倍 ."
"1","投身于 有 做错   让 人 大为惊异 的 那种   房卡 会 被 上钩 !"
"1","不亦乐乎 不 娱 的 一次 经历 ! ! ! 酒店 的 服务 一锅粥 ! ! ! 在 下午 3 点 左右 入住 竟然 没有 打扫 好 房间 ! 办理 了 手续 ( 付 了 押金 )   然后 晚上 再 拿 房卡 . 如此一来   竟然 对 携程 说 我 没有 入住 ! ! ! 折腾 了 一周 多才 确认 ! 房价 对比 酒店 而言 并 没有 优势 ( 非常 客观 ! 并 没有 恶言 ) 相隔 一条街 新开 的 酒店 比比皆是 ! 除了 房间 大   其他 都 一般   特别 是 隔音 差 的 不能 再差   对 有 时间 且 喜欢 听 隔壁 做爱 直播 的 是 个 非常 佳 的 去处 ! 我 ' 赞赏 ' 了 一 晚上 ! ' 身临其境 ' 的 感觉 ! ! ! 总之 ! 我 再也不会 去 这个 酒店 了 ! ! !"
"1","经济型 酒店 虽然 没有 太高 的 要求 但 房间 实在 是 太小 了   很 有种 做牢 的 感觉   如果 是 无窗 的 房间 那 就 更 下乘 了   建议 大伙 不要 住 无 窗房 ."
"1","简直 太出动 了   劝 大家 千万别 去 上 这个 当 ! ! ! 我 住 的 是 豪华 标间 5503 和 6603 都 住 过   主要 是 为了 能 上网   奇 了 怪 了   商务酒店 上网 还要 10 块钱 / 天   交了 10 块钱   那 网速 快得 简直 像 拔 不禁泪流满面   太 喜剧性 了 ! 房间 里 不是 中央空调   挂 了 一个 海尔 的 空调   一口 凉风 主要地 没 作用   还 不停 的 发出 怪怪 动静 . 洗手间 是 那种 独立 的 淋浴房   可 居然 在 两块 玻璃 中间 没有 一个 隔 的 东西   一 洗澡 就 水漫金山   整个 卫生间 地上 到处 是 水 ( 好像 招待所 都 是 这样 的 ) . 我 发现 手纸 用 完 了   给 客房 中心 找 了 n 个 节目参与电话 让 他们 送   他们 说 很快 就 给 送来   送 了 一 晚上 也 没 送来 . 他们 好像 从不 给 客人 房卡 外面 的 欢迎 卡   只 给 一张 ic 致敬电   可能 很多 国宾 记不清 自已 的 中庭 号   另外 房间 号 排得 也 很 傻呵呵   有 503 房间   还有 5503 房间   导致 我 的 房间 每天 都 被 别人 用 ic 卡 捅 n 次   不管 你 是 早中晚 还是 你 睡 得 迷迷糊糊 . 最 令人敬畏 的 是 我 离开 前 的 那天 晚上   有 客人 用 ic 卡 捅 我 的 门 捅 不开   就 敲门   用脚 踹 . 服务员 在 半夜 三点钟 的 时候 挨着 门 的 开   居然 打开 了 我 的 门   我大 喝 : 干什么 ! 才 说 了 一句 : 对不起 先生   打搅 了 !"
